2026-04-05 12:45:30,831 - INFO - Use pytorch device_name: cuda:0
2026-04-05 12:45:30,831 - INFO - Load pretrained SentenceTransformer: shibing624/text2vec-base-chinese
2026-04-05 12:45:36,475 - INFO - Law retriever initialized. Total records: 45199
2026-04-05 12:45:36,478 - INFO - Start running deepseek_v3 with retrieval on task 1_1
2026-04-05 12:45:44,872 - WARNING - [1_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [631] is not enough (request id: 2026040512454033048474461114421)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:48:45,216 - WARNING - [1_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [637] is not enough (request id: 2026040512484188174364166844131)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:48:58,249 - WARNING - [1_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [721] is not enough (request id: 2026040512485491783084873982368)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:49:00,141 - WARNING - [1_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [698] is not enough (request id: 202604051248564543812457105322)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:49:02,515 - WARNING - [1_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [691] is not enough (request id: 2026040512490025429652683837219)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:49:09,770 - INFO - Start running deepseek_v3 with retrieval on task 1_2
2026-04-05 12:49:25,625 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [651] is not enough (request id: 2026040512492393834878378898800)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:49:36,718 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [670] is not enough (request id: 2026040512493526829248244484314)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:49:39,588 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [659] is not enough (request id: 2026040512493681375763451050651)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:50:22,474 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [718] is not enough (request id: 2026040512501974396735598638226)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:50:33,302 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [681] is not enough (request id: 2026040512503212272113118793695)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:50:38,850 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [669] is not enough (request id: 2026040512503798924173412828685)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:51:07,087 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [640] is not enough (request id: 2026040512510458037541299327532)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:51:08,259 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [653] is not enough (request id: 2026040512510721225922537233)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:51:26,425 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [684] is not enough (request id: 202604051251263073884479890657)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:51:32,403 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [643] is not enough (request id: 202604051251326917197796213108)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:51:56,360 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [705] is not enough (request id: 2026040512515466184384988861733)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:52:04,300 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [632] is not enough (request id: 2026040512520379939353168234705)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:52:06,556 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [672] is not enough (request id: 2026040512520595335243348499115)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:52:09,254 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [648] is not enough (request id: 2026040512520868893266213346093)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:52:28,697 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [648] is not enough (request id: 2026040512522491772541719739059)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:52:39,339 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [629] is not enough (request id: 2026040512523670540110598081481)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:52:52,514 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [640] is not enough (request id: 202604051252519342754713133297)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:52:57,009 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [729] is not enough (request id: 2026040512525511755744160103094)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:53:13,162 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [712] is not enough (request id: 2026040512530939091598999893407)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:53:21,240 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [697] is not enough (request id: 2026040512531945856184231401054)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:53:21,800 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [745] is not enough (request id: 2026040512532048154250402307999)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:53:25,923 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [695] is not enough (request id: 2026040512532512541804586261143)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:53:53,175 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [686] is not enough (request id: 2026040512535198052134960608277)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:54:11,790 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [755] is not enough (request id: 2026040512540695667054514847087)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:54:28,696 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [836] is not enough (request id: 2026040512541697896056411585131)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:54:59,958 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [737] is not enough (request id: 2026040512545892977884595416783)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:55:08,851 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [773] is not enough (request id: 2026040512550117033889210025882)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:55:30,212 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [690] is not enough (request id: 2026040512552333279130098239803)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:55:34,560 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [704] is not enough (request id: 2026040512552767639053686755591)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:55:39,399 - WARNING - [1_2] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [704] is not enough (request id: 2026040512553779150552727164290)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:55:43,980 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [787] is not enough (request id: 2026040512554060899421559730488)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:55:47,149 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [696] is not enough (request id: 202604051255437124382358062371)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:55:50,804 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [701] is not enough (request id: 2026040512554399401596855904135)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:56:04,343 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [701] is not enough (request id: 2026040512560351509608370789507)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:56:10,351 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [722] is not enough (request id: 2026040512560642588639093917891)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:56:14,232 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [673] is not enough (request id: 2026040512560891826490639242994)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:56:39,360 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [678] is not enough (request id: 202604051256289324516723835714)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:56:49,995 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [725] is not enough (request id: 202604051256438169459233807047)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:57:08,317 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [818] is not enough (request id: 2026040512570047787414862313132)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:57:16,128 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [826] is not enough (request id: 2026040512571118293929035192288)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:57:20,479 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [683] is not enough (request id: 2026040512571598169432538370688)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:57:26,686 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [873] is not enough (request id: 202604051257283341955996768541)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:57:33,303 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [753] is not enough (request id: 2026040512572828864799111762103)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:57:45,017 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [744] is not enough (request id: 2026040512574096004906271372512)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:57:55,515 - WARNING - [1_2] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [677] is not enough (request id: 2026040512575193392191784434750)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:58:05,127 - INFO - Start running deepseek_v3 with retrieval on task 1_3
2026-04-05 12:58:23,752 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [635] is not enough (request id: 2026040512582076825927526514567)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:58:33,199 - WARNING - [1_3] attempt 2 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [635] is not enough (request id: 2026040512582699756816472869243)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:58:41,526 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [664] is not enough (request id: 2026040512583429996925093199405)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:58:48,737 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [637] is not enough (request id: 2026040512584733624344020758027)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:59:12,770 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [631] is not enough (request id: 202604051259129313516034577826)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:59:16,223 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [595] is not enough (request id: 2026040512591592351660610618114)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:59:21,785 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [659] is not enough (request id: 20260405125921951744461125322)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:59:26,770 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [715] is not enough (request id: 20260405125925912600760992542)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:59:37,537 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [760] is not enough (request id: 2026040512593599746213886797514)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 12:59:50,809 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [705] is not enough (request id: 2026040512594855350713208281728)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:00:00,169 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [726] is not enough (request id: 2026040512595952346433248636010)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:00:08,530 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [666] is not enough (request id: 2026040513000835941259040850723)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:00:13,488 - WARNING - [1_3] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [691] is not enough (request id: 2026040513001275586826966549140)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:00:26,220 - INFO - Start running deepseek_v3 with retrieval on task 2_1
2026-04-05 13:00:30,378 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [661] is not enough (request id: 2026040513002874121902174565422)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:00:33,085 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [654] is not enough (request id: 2026040513003221179244374939955)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:00:42,683 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [655] is not enough (request id: 2026040513004177426990133272313)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:00:46,517 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [666] is not enough (request id: 2026040513004469969119907878145)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:00:46,959 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [701] is not enough (request id: 2026040513004555019168600363543)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:01:07,370 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [676] is not enough (request id: 2026040513010584036064271239303)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:01:25,846 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [675] is not enough (request id: 2026040513012159111560473638576)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:01:35,782 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [668] is not enough (request id: 202604051301356843958431959269)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:01:59,096 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [648] is not enough (request id: 2026040513015555964633450387322)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:02:04,397 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [672] is not enough (request id: 2026040513015973350224579491147)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:02:07,736 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [681] is not enough (request id: 2026040513020552575005919365880)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
2026-04-05 13:02:21,247 - WARNING - [2_1] attempt 1 failed: API returned unexpected response: {'error': {'message': 'user [31] quota [5] preConsumedQuota [681] is not enough (request id: 2026040513021679379979115209911)', 'localized_message': 'Unknown error', 'type': 'shell_api_error', 'param': '', 'code': 'upstream_insufficient_user_quota'}}
